Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,JP Sales Text,NA Sales,Other Sales,User Count,User Score
Action,Ailu de Puzzle,PSP,Capcom,,2012,,,0,0.04,0.04,$0 Million,0,0,,
Misc,True Pinball,PS,Ocean,,1996,,,0.01,0.04,0,$0 Million,0.02,0,,
Sports,Stadium Games,GBA,Ignition Entertainment,,2003,,,0.01,0.04,0,$0 Million,0.03,0,,
Sports,J-League Pro Striker 2,GEN,Sega,,1994,,,0,0.04,0.04,$0 Million,0,0,,
Shooter,RLH: Run Like Hell,X,Avalon Interactive,M,2003,22,55,0.01,0.04,0,$0 Million,0.03,0,5,8
Sports,Power Play Pool,DS,System 3 Arcade Software,E,2006,,,0,0.04,0,$0 Million,0.03,0,,
Adventure,Obscure,X,MC2 Entertainment,M,2004,29,66,0.01,0.04,0,$0 Million,0.03,0,9,8.4
Misc,Mahjong Taikai,DS,Tecmo Koei,,2004,,,0,0.04,0.04,$0 Million,0,0,,
Strategy,Super Robot Taisen: Scramble Commander the 2nd,PS2,Banpresto,,2007,,,0,0.04,0.04,$0 Million,0,0,,
Action,Diabolik Lovers: Dark Fate,PSV,Idea Factory,,2015,,,0,0.04,0.04,$0 Million,0,0,,
Simulation,Cooking Mama: My Sweets Shop,3DS,Office Create,,2014,,,0,0.04,0.04,$0 Million,0,0,,
Simulation,Janes Hotel,DS,Unknown,E,2010,,,0,0.04,0,$0 Million,0.03,0,,
Shooter,Espgaluda II Black Label,X360,Cave,,2010,,,0,0.04,0.04,$0 Million,0,0,,
Action,Hot Potato!,GBA,BAM! Entertainment,,2001,,,0.01,0.04,0,$0 Million,0.03,0,,
Puzzle,World of Goo,PC,2D Boy,E,2008,26,90,0.03,0.04,0,$0 Million,0,0.01,610,8.5
Role-Playing,Kiniro no Corda 2 f,PSP,Tecmo Koei,,2009,,,0,0.04,0.04,$0 Million,0,0,,
Strategy,World in Conflict: Complete Edition,PC,Ubisoft,T,2009,,,0.03,0.04,0,$0 Million,0,0.01,,
Role-Playing,Deception III: Dark Delusion,PS,Tecmo Koei,,1999,,,0.01,0.04,0,$0 Million,0.02,0,,
Misc,Ultimate Game Room,DS,Majesco Entertainment,E,2009,,,0,0.04,0,$0 Million,0.03,0,,
Role-Playing,Dragons Dogma Online,PS3,Capcom,,2015,,,0,0.04,0.04,$0 Million,0,0,,
Adventure,Secret Files 2: Puritas Cordis,PC,Deep Silver,T,2009,14,64,0.03,0.04,0,$0 Million,0,0,18,7.1
Role-Playing,Half-Minute Hero 2,PSP,Rising Star Games,,2014,,,0,0.04,0.04,$0 Million,0,0,,
Misc,Cook Wars,Wii,Ubisoft,E,2009,,,0,0.04,0,$0 Million,0.03,0,,
Role-Playing,Monster Kingdom: Jewel Summoner,PSP,Sony Computer Entertainment,T,2006,25,66,0,0.04,0.04,$0 Million,0,0,7,7.3
Strategy,Railroad Tycoon 3,PC,Gathering of Developers,E,2003,19,80,0.03,0.04,0,$0 Million,0,0,57,7.7
Action,Kuroshitsuji: Phantom & Ghost,DS,Square Enix,,2009,,,0,0.04,0.04,$0 Million,0,0,,
Simulation,Zoo Hospital,DS,Eidos Interactive,E,2007,6,53,0,0.04,0,$0 Million,0.03,0,,
Role-Playing,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,ChunSoft,,2010,,,0,0.04,0.04,$0 Million,0,0,,
Puzzle,Sudoku Ball Detective,Wii,Playlogic Game Factory,E10+,2009,,,0.01,0.04,0,$0 Million,0.02,0,,
Adventure,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,Yeti,,2010,,,0,0.04,0.04,$0 Million,0,0,,
Platform,The Ant Bully,GBA,Midway Games,E,2006,,,0.01,0.04,0,$0 Million,0.03,0,,
Shooter,S.T.A.L.K.E.R.: Clear Sky,PC,Deep Silver,M,2008,47,75,0.03,0.04,0,$0 Million,0,0.01,482,7.7
Misc,Sega Arcade Gallery,GBA,THQ,E,2003,12,70,0.01,0.04,0,$0 Million,0.03,0,,
Misc,100 Classic Games,DS,Rondomedia,,2011,,,0.03,0.04,0,$0 Million,0,0,,
Role-Playing,"My World, My Way (US sales)",DS,Global A Entertainment,,2008,,,0,0.04,0,$0 Million,0.04,0,,
Role-Playing,Tao Adventure: Curse Demon,DS,Konami Digital Entertainment,,2005,,,0,0.04,0,$0 Million,0.03,0,,
Sports,MLB 15: The Show,PSV,Sony Computer Entertainment,E,2015,,,0,0.04,0,$0 Million,0.03,0.01,5,8.8
Role-Playing,Black Stone: Magic & Steel,X,THQ,,2003,,,0.01,0.04,0,$0 Million,0.03,0,,
Racing,NHRA Drag Racing: Countdown to the Championship,PS2,THQ,,2007,,,0.01,0.04,0,$0 Million,0.02,0,,
Strategy,Sins of a Solar Empire: Trinity,PC,Kalypso Media,T,2010,,,0.03,0.04,0,$0 Million,0,0.01,19,7.9
Misc,Bratz Kidz,DS,Game Factory,E,2008,,,0,0.04,0,$0 Million,0.03,0,,
Action,LEGO Pirates of the Caribbean: The Video Game,PC,Disney Interactive Studios,E10+,2011,11,73,0,0.04,0,$0 Million,0.03,0,17,6.6
Adventure,Harukanaru Toki no Naka de: Maihitoyo,PS2,Tecmo Koei,,2006,,,0,0.04,0.04,$0 Million,0,0,,
Shooter,Painkiller: Hell Wars,X,DreamCatcher Interactive,M,2006,33,68,0.01,0.04,0,$0 Million,0.03,0,16,7.4
Action,Housekeeping,DS,Unknown,,,,,0,0.04,0.04,$0 Million,0,0,,
Misc,FunkMaster Flexs Digital Hitz Factory,PS2,Jester Interactive,E,2003,6,71,0.01,0.04,0,$0 Million,0.02,0,10,8.9
Racing,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,Zoo Digital Publishing,,2007,,,0,0.04,0,$0 Million,0.03,0,,
Shooter,Greg Hastings Paintball 2,PS3,Majesco Entertainment,E10+,2010,5,46,0,0.04,0,$0 Million,0.03,0,,
Platform,Castlevania Bloodlines,GEN,Konami Digital Entertainment,,1994,,,0,0.04,0.04,$0 Million,0,0,,
Adventure,Sangoku Koi Senki: Otome no Heihou!,PSP,Prototype,,2012,,,0,0.04,0.04,$0 Million,0,0,,
Adventure,Hakuouki: Zuisouroku DS,DS,Idea Factory,,2011,,,0,0.04,0.04,$0 Million,0,0,,
Strategy,World in Conflict,PC,Vivendi Games,T,2007,44,89,0.03,0.04,0,$0 Million,0,0.01,303,8.1
Action,Detective Conan: Prelude from the Past,PSP,Namco Bandai Games,,2012,,,0,0.04,0.04,$0 Million,0,0,,
Role-Playing,Luminous Arc 3,DS,Marvelous Interactive,,2009,,,0,0.04,0.04,$0 Million,0,0,,
Racing,Harley-Davidson: Road Trip,Wii,Destineer,E,2010,,,0,0.04,0,$0 Million,0.03,0,,
Adventure,XBLAZE Code: Embryo,PS3,Arc System Works,M,2013,,,0,0.04,0.01,$0 Million,0.02,0.01,14,7.1
Strategy,FabStyle,3DS,Tecmo Koei,,2011,,,0,0.03,0.03,$0 Million,0,0,,
Sports,Major League Baseball 2K8,PSP,Take-Two Interactive,E,2008,5,63,0,0.03,0,$0 Million,0.03,0,,
Role-Playing,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,Tecmo Koei,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Simulation,Rebel Raiders: Operation Nighthawk,PS2,Kando Games,E10+,2006,5,53,0.01,0.03,0,$0 Million,0.02,0,,
Misc,Astrology DS,DS,Deep Silver,,2009,,,0,0.03,0,$0 Million,0.03,0,,
Racing,Zenkoku Dekotora Matsuri,Wii,Jaleco,,2008,,,0,0.03,0.03,$0 Million,0,0,,
Action,Ukiyo no Shishi,PS3,Namco Bandai Games,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Role-Playing,Genkai Tokki: Seven Pirates,PSV,Compile Heart,,2016,,,0,0.03,0.03,$0 Million,0,0,,
Action,Alienators: Evolution Continues,GBA,Activision,E,2001,4,54,0.01,0.03,0,$0 Million,0.03,0,,
Action,Onechanbara Z Kagura,PS3,D3Publisher,,2013,,,0,0.03,0.03,$0 Million,0,0,,
Action,Pirates: Duels on the High Seas,DS,Oxygen Interactive,E,2008,15,50,0,0.03,0,$0 Million,0.03,0,,
Misc,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,Unknown,,2010,,,0,0.03,0.03,$0 Million,0,0,,
Action,Terraria,WiiU,505 Games,T,2016,,,0.03,0.03,0.01,$0 Million,0,0,7,6.9
Sports,Tour de France 2014,PS4,Focus Home Interactive,E,2014,9,53,0.03,0.03,0,$0 Million,0,0,22,5.1
Action,Tomb Raider: Anniversary,PC,Eidos Interactive,T,2007,26,83,0.03,0.03,0,$0 Million,0,0.01,244,8
Racing,MX World Tour Featuring Jamie Little,X,Crave Entertainment,E,2005,5,51,0.01,0.03,0,$0 Million,0.03,0,,
Shooter,Assault Suit Leynos,PS4,Rising Star Games,E10+,2016,8,67,0,0.03,0,$0 Million,0.03,0.01,,
Adventure,The Night of the Rabbit,PC,Daedalic Entertainment,,2013,45,75,0.03,0.03,0,$0 Million,0,0,82,7.5
Platform,Airship Q,PSV,Cygames,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Action,Infamous: First Light,PS4,Sony Computer Entertainment,T,2014,70,73,0.03,0.03,0,$0 Million,0,0,586,7.5
Shooter,Marines: Modern Urban Combat,Wii,O-Games,T,2010,,,0,0.03,0,$0 Million,0.03,0,,
Puzzle,Puyo Pop Fever(us sales),DS,Ignition Entertainment,,2004,,,0,0.03,0,$0 Million,0.03,0,,
Action,Kenka Bancho Otome,PSV,Screenlife,,2016,,,0,0.03,0.03,$0 Million,0,0,,
Misc,The Idolmaster: Gravure For You! Vol. 4,PS3,Namco Bandai Games,,2012,,,0,0.03,0.03,$0 Million,0,0,,
Sports,RedCard 20-03,X,Midway Games,E,2002,8,67,0.01,0.03,0,$0 Million,0.03,0,4,9
Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,Marvelous Interactive,,2009,,,0,0.03,0.03,$0 Million,0,0,,
Misc,Deal or No Deal: Special Edition,DS,Zoo Games,E,2010,,,0,0.03,0,$0 Million,0.03,0,,
Action,Darius Burst: Chronicle Saviours,PSV,Kadokawa Games,,2016,,,0,0.03,0.03,$0 Million,0,0,,
Misc,YoKai Watch Dance: Just Dance Special Version,WiiU,Level 5,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Action,Asterix & Obelix: Kick Buttix,PS2,Atari,,2004,,,0.01,0.03,0,$0 Million,0.02,0,,
Puzzle,Puyo Puyo 7,PSP,Sega,,2009,,,0,0.03,0.03,$0 Million,0,0,,
Racing,Burnout Paradise: The Ultimate Box,X360,Electronic Arts,,2009,,,0.03,0.03,0,$0 Million,0,0,,
Shooter,Radiant Silvergun,SAT,ESP,,1998,,,0,0.03,0.03,$0 Million,0,0,,
Action,Bounty Hounds,PSP,Namco Bandai Games,T,2006,14,63,0,0.03,0,$0 Million,0.03,0,7,6
Action,Care Bears - Care Quest,GBA,Game Factory,,2005,,,0.01,0.03,0,$0 Million,0.02,0,,
Role-Playing,Gothic Universe,PC,JoWood Productions,M,2007,,,0.03,0.03,0,$0 Million,0,0.01,10,7.9
Puzzle,Challenge Me: Word Puzzles,DS,O-Games,E10+,2011,,,0,0.03,0,$0 Million,0.03,0,,
Strategy,A Game of Thrones: Genesis,PC,Focus Home Interactive,,2011,40,53,0.03,0.03,0,$0 Million,0,0.01,110,4
Action,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,Namco Bandai Games,,2012,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,Tokyo Majin Gakuen: Kenfuuchou,DS,Marvelous Interactive,,2008,,,0,0.03,0.03,$0 Million,0,0,,
Action,LEGO Harry Potter: Years 1-4,PC,Warner Bros. Interactive Entertainment,E10+,2010,15,79,0.01,0.03,0,$0 Million,0.02,0,60,7.8
Action,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,Hudson Soft,,2002,,,0,0.03,0.03,$0 Million,0,0,,
Fighting,Zatch Bell! Electric Arena,GBA,Banpresto,,2003,,,0.01,0.03,0,$0 Million,0.02,0,,
Racing,NHRA Drag Racing: Countdown to the Championship,PSP,THQ,,2007,,,0,0.03,0,$0 Million,0.03,0,,
Strategy,Hotel Giant 2,PC,JoWood Productions,E,2008,7,58,0.03,0.03,0,$0 Million,0,0,19,2.5
Racing,TOCA Race Driver 3,X,Codemasters,E10+,2006,25,84,0.01,0.03,0,$0 Million,0.03,0,6,8
Misc,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,Daito,,2006,,,0,0.03,0.03,$0 Million,0,0,,
Action,Sky Dancers,GBA,Crave Entertainment,,2005,,,0.01,0.03,0,$0 Million,0.02,0,,
Shooter,Silent Scope,GBA,Konami Digital Entertainment,T,2002,5,70,0.01,0.03,0,$0 Million,0.02,0,5,8
Action,The Cursed Crusade,PC,DTP Entertainment,M,2011,7,55,0.03,0.03,0,$0 Million,0,0.01,33,6
Action,Deer Drive: Legends,3DS,Maximum Family Games,T,2012,,,0,0.03,0,$0 Million,0.03,0,,
Simulation,DarkStar One,PC,Ubisoft,T,2006,33,71,0.03,0.03,0,$0 Million,0,0.01,55,7.2
Misc,World Series of Poker: Tournament of Champions 2007 Edition,PS2,Activision,,2006,,,0.01,0.03,0,$0 Million,0.02,0,,
Role-Playing,Yggdra Union: Well Never Fight Alone,GBA,Sting,,2006,,,0,0.03,0.03,$0 Million,0,0,,
Racing,SBK 2011: FIM Superbike World Championship,PC,Black Bean Games,,2011,,,0.03,0.03,0,$0 Million,0,0.01,,
Strategy,Caesar III,PC,Vivendi Games,E,1998,,,0.03,0.03,0,$0 Million,0,0,53,8.6
Fighting,JoJos Bizarre Adventure: Eyes of Heaven,PS4,Namco Bandai Games,T,2015,35,61,0,0.03,0.03,$0 Million,0,0,45,7.3
Action,Hitman: Blood Money,PC,Eidos Interactive,M,2006,35,82,0.03,0.03,0,$0 Million,0,0.01,533,8.8
Misc,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,Fields,,2012,,,0,0.03,0.03,$0 Million,0,0,,
Sports,Turbo: Super Stunt Squad,DS,D3Publisher,E,2013,,,0.03,0.03,0,$0 Million,0,0,,
Action,All Kamen Rider: Rider Revolution,3DS,Namco Bandai Games,,2016,,,0,0.03,0.03,$0 Million,0,0,,
Sports,ESPN NBA 2Night 2002,PS2,Konami Digital Entertainment,E,2002,13,59,0.01,0.03,0,$0 Million,0.02,0,,
Racing,Wangan Midnight,PS3,Genki,,2007,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,Renai Revenge,PSV,TGL,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Role-Playing,Might & Magic X: Legacy,PC,Ubisoft,,2014,,,0.03,0.03,0,$0 Million,0,0,,
Sports,Cabelas Dangerous Hunts 2,GC,Activision,T,2005,,,0.01,0.03,0,$0 Million,0.03,0,,
Role-Playing,Planescape: Torment,PC,Interplay,T,1998,22,91,0.02,0.03,0,$0 Million,0.01,0,819,9.2
Puzzle,Paddington: Adventures in London,3DS,Koch Media,,2015,,,0.03,0.03,0,$0 Million,0,0,,
Adventure,Alias Carnival! Sacrament,PSV,dramatic create,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Action,Kekkaishi: Kokubourou no Kage,Wii,Namco Bandai Games,,2007,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,Suzumiya Haruhi no Tsuisou,PS3,Namco Bandai Games,,2011,,,0,0.03,0.03,$0 Million,0,0,,
Strategy,Trap Gunner: Countdown to Oblivion,PS,Konami Digital Entertainment,,1998,,,0.01,0.03,0,$0 Million,0.02,0,,
Action,"Crouching Tiger, Hidden Dragon",GBA,Ubisoft,T,2003,12,60,0.01,0.03,0,$0 Million,0.02,0,,
Action,Mame Goma: Shiro to Kuro no Meikyuu,3DS,Nippon Ichi Software,,2012,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,D3Publisher,,2006,,,0,0.03,0.03,$0 Million,0,0,,
Misc,Rocksmith 2014 Edition Remastered,PS4,Ubisoft,T,2016,,,0,0.03,0,$0 Million,0.03,0.01,5,7.8
Shooter,Star Wars Jedi Knight: Jedi Academy,PC,Activision,T,2003,34,81,0.03,0.03,0,$0 Million,0,0,295,8.6
Adventure,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,Tecmo Koei,,2009,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,Tsuyo Kiss: Mighty Heart,PS2,Princess Soft,,2006,,,0,0.03,0.03,$0 Million,0,0,,
Platform,Sabre Wulf,GBA,THQ,E,2004,27,75,0.01,0.03,0,$0 Million,0.02,0,4,8
Role-Playing,Alpha Protocol,PC,Sega,M,2010,25,72,0.03,0.03,0,$0 Million,0,0.01,511,7.5
Misc,Gacharoku,PS2,Sony Computer Entertainment,,2002,,,0,0.03,0.03,$0 Million,0,0,,
Puzzle,Cake Mania: Bakers Challenge,PSP,Destineer,E,2008,,,0,0.03,0,$0 Million,0.03,0,,
Racing,SX Superstar,GC,Acclaim Entertainment,,2003,,,0.01,0.03,0,$0 Million,0.03,0,,
Simulation,Zoo Vet: Endangered Animals,DS,505 Games,E10+,2008,,,0,0.03,0,$0 Million,0.03,0,,
Racing,Driven,GBA,BAM! Entertainment,E,2001,10,68,0.01,0.03,0,$0 Million,0.02,0,,
Action,Living Legends: Frozen Beauty,PC,Big Fish Games,,2014,,,0.03,0.03,0,$0 Million,0,0,,
Shooter,Red Faction II,GC,THQ,M,2003,12,79,0.01,0.03,0,$0 Million,0.03,0,4,7.3
Role-Playing,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,Hudson Soft,,2011,,,0,0.03,0.03,$0 Million,0,0,,
Strategy,SD Gundam G Generation: Gather Beat 2,WS,Namco Bandai Games,,2001,,,0,0.03,0.03,$0 Million,0,0,,
Action,Bad Apple Wars,PSV,Idea Factory,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Shooter,Battle Engine Aquila,PS2,Atari,T,2003,17,73,0.01,0.03,0,$0 Million,0.02,0,5,9
Adventure,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,5p,,2016,,,0,0.03,0.03,$0 Million,0,0,,
Action,Hello Kitty: Roller Rescue,PC,Empire Interactive,,2005,,,0.03,0.03,0,$0 Million,0,0,,
Shooter,Special Forces: Nemesis Strike,X,Hip Interactive,M,2005,10,60,0.01,0.03,0,$0 Million,0.03,0,4,6.5
Sports,Womens Volleyball Championship,PS2,Spike,E,2007,7,32,0,0.03,0.03,$0 Million,0,0,4,4
Racing,WRC: FIA World Rally Championship,PSP,Sony Computer Entertainment,E,2005,18,67,0.01,0.03,0,$0 Million,0.02,0,19,7.8
Action,Detective Conan: Phantom Rhapsody,3DS,Namco Bandai Games,,2014,,,0,0.03,0.03,$0 Million,0,0,,
Action,Penguins of Madagascar,WiiU,Namco Bandai Games,E,2014,,,0.02,0.03,0,$0 Million,0.01,0,6,5.2
Sports,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,Konami Digital Entertainment,,2007,,,0,0.03,0.03,$0 Million,0,0,,
Misc,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,Tecmo Koei,,2007,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,XBLAZE Code: Embryo,PSV,Arc System Works,M,2013,5,43,0,0.03,0.01,$0 Million,0.02,0.01,24,7.4
Action,Battle Assault 3 featuring Gundam Seed,PS2,Namco Bandai Games,T,2004,9,48,0.01,0.03,0,$0 Million,0.02,0,7,8.7
Role-Playing,Crimson Tears,PS2,Capcom,T,2004,30,62,0.01,0.03,0,$0 Million,0.02,0,4,7.8
Racing,Superstars V8 Racing,PS3,Black Bean Games,E,2009,29,66,0.02,0.03,0,$0 Million,0,0.01,9,4.9
Simulation,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,Konami Digital Entertainment,,2008,,,0,0.03,0.03,$0 Million,0,0,,
Action,Batman Forever: The Arcade Game,PS,Acclaim Entertainment,,1996,,,0.01,0.03,0,$0 Million,0.02,0,,
Strategy,Romance of the Three Kingdoms (3DS),3DS,Tecmo Koei,,2013,,,0,0.03,0.03,$0 Million,0,0,,
Sports,Rapala Tournament Fishing!,X360,Activision,E,2006,4,41,0,0.03,0,$0 Million,0.03,0,6,8
Sports,Cabelas Outdoor Adventures,GC,Activision,T,2005,,,0.01,0.03,0,$0 Million,0.03,0,9,8.8
Strategy,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,Nippon Ichi Software,,2011,,,0,0.03,0.03,$0 Million,0,0,,
Sports,Backyard NFL Football 2006,GBA,Atari,,2005,,,0.01,0.03,0,$0 Million,0.02,0,,
Adventure,Mashiro Iro Symphony: *mutsu-no-hana,PSP,Comfort,,2011,,,0,0.03,0.03,$0 Million,0,0,,
Role-Playing,Monster Guardians,GBA,Konami Digital Entertainment,,2001,,,0,0.03,0.03,$0 Million,0,0,,
Role-Playing,Kangokutou Mary Skelter,PSV,Compile Heart,,2016,,,0,0.03,0.03,$0 Million,0,0,,
Platform,An American Tail: Fievels Gold Rush,GBA,Conspiracy Entertainment,,2002,,,0.01,0.03,0,$0 Million,0.02,0,,
Fighting,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,Konami Digital Entertainment,,2009,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,Diabolik Lovers: More Blood,PSP,Idea Factory,,2013,,,0,0.03,0.03,$0 Million,0,0,,
Role-Playing,Magna Carta Portable,PSP,Banpresto,,2006,,,0,0.03,0.03,$0 Million,0,0,,
Fighting,Swords,Wii,Majesco Entertainment,T,2010,,,0,0.03,0,$0 Million,0.03,0,,
Racing,The Italian Jo,GC,Eidos Interactive,T,2003,10,56,0.01,0.03,0,$0 Million,0.03,0,,
Sports,Super Dodgeball Brawlers (jp sales),DS,Arc System Works,,2008,,,0,0.03,0.03,$0 Million,0,0,,
Role-Playing,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,Nippon Ichi Software,,2007,,,0,0.03,0.03,$0 Million,0,0,,
Racing,Crazy Chicken: Star Karts,DS,Phenomedia,E,2008,,,0,0.03,0,$0 Million,0.03,0,,
Action,M&Ms Shell Shocked,PS,Berkeley,,2001,,,0.01,0.03,0,$0 Million,0.02,0,,
Puzzle,7 Wonders: Treasures of Seven,DS,Avanquest,,2011,,,0.02,0.03,0,$0 Million,0.01,0,,
Action,K-On! After School Live!! HD Ver.,PS3,Sega,,2012,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,Metal Gear Solid: The Essential Collection (JP sales),PS2,Konami Digital Entertainment,,2007,,,0,0.03,0.03,$0 Million,0,0,,
Strategy,Rise of Nations: Rise of Legends,PC,Microsoft Game Studios,T,2006,46,84,0.03,0.03,0,$0 Million,0,0.01,109,8.6
Adventure,The Void,PC,Mamba Games,,2008,12,77,0.03,0.03,0,$0 Million,0,0.01,97,8.3
Racing,DiRT Rally,PC,Codemasters,E,2016,33,86,0.03,0.03,0,$0 Million,0,0,290,8.7
Sports,3D Baseball,PS,BMG Interactive Entertainment,,1996,,,0.01,0.03,0,$0 Million,0.02,0,,
Strategy,Supreme Ruler: Cold War,PC,Paradox Interactive,RP,2011,12,63,0.03,0.03,0,$0 Million,0,0.01,27,6.8
Misc,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,Hackberry,,2007,,,0,0.03,0.03,$0 Million,0,0,,
Role-Playing,First Queen: Ornic Senki,SNES,Culture Brain,,1994,,,0,0.03,0.03,$0 Million,0,0,,
Simulation,Dream C Club Zero,X360,D3Publisher,,2011,,,0,0.03,0.03,$0 Million,0,0,,
Action,Shining Stars,DS,"Destination Software, Inc",,2008,,,0,0.03,0,$0 Million,0.03,0,,
Action,Sengoku Basara: Sanada Yukimura-Den,PS3,Capcom,,2016,,,0,0.03,0.03,$0 Million,0,0,,
Role-Playing,The Technomancer,XOne,Focus Home Interactive,M,2016,12,68,0.01,0.03,0,$0 Million,0.02,0,56,7.3
Adventure,Tail Concerto,PS,Namco Bandai Games,,1998,,,0.01,0.03,0,$0 Million,0.02,0,,
Shooter,The Sum of All Fears,GC,Ubisoft,T,2003,11,36,0.01,0.03,0,$0 Million,0.03,0,5,3.4
Platform,James Pond: Codename Robocod,GBA,Play It,,2005,,,0.01,0.03,0,$0 Million,0.02,0,,
Platform,Yumis Odd Odyssey,3DS,Agatsuma Entertainment,E,2013,13,74,0,0.03,0.03,$0 Million,0,0,23,7.7
Adventure,Night Head: The Labyrinth,PS,Fuji,,1995,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,Emma at the Farm,DS,Aspyr,E,2008,,,0,0.03,0,$0 Million,0.03,0,,
Role-Playing,Utawarerumono Portable,PSP,Aqua Plus,,2009,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,EverBlue 2,PS2,Capcom,E,2002,21,59,0.01,0.03,0,$0 Million,0.02,0,4,7.5
Role-Playing,Gaia Saver Hero Saidai no Sakusen,SNES,Banpresto,,1994,,,0,0.03,0.03,$0 Million,0,0,,
Sports,Kevin Van Dam: Big Bass Challenge,Wii,Zoo Games,,2010,,,0,0.03,0,$0 Million,0.03,0,,
Puzzle,Sacra Terra: Angelic Night,PC,Avanquest,T,2011,,,0.02,0.03,0,$0 Million,0.01,0.01,,
Shooter,Prey,PC,Take-Two Interactive,,2006,,,0.03,0.03,0,$0 Million,0,0.01,,
Adventure,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,Alchemist,,2009,,,0,0.03,0.03,$0 Million,0,0,,
Adventure,Safari Adventures: Africa,Wii,Neko Entertainment,E,2007,,,0,0.03,0,$0 Million,0.03,0,,
Action,Hakuoki Zuisouroku Omokage Hana,PSV,Idea Factory,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Role-Playing,Super Hero Generation,PS3,Namco Bandai Games,,2014,,,0,0.03,0.03,$0 Million,0,0,,
Misc,Clever Kids: Pirates,DS,Midas Interactive Entertainment,,2008,,,0.03,0.03,0,$0 Million,0,0,,
Puzzle,Junior Island Adventure,DS,Unknown,E,2011,,,0,0.03,0,$0 Million,0.03,0,,
Misc,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,Daito,,2006,,,0,0.03,0.03,$0 Million,0,0,,
Simulation,Yumeiro Patissiere: My Sweets Cooking,DS,Konami Digital Entertainment,,2010,,,0,0.03,0.03,$0 Million,0,0,,
Sports,Championship Manager Season 01/02,PC,Eidos Interactive,,2001,,,0.03,0.03,0,$0 Million,0,0,,
Adventure,Clannad,PS3,Prototype,,2011,,,0,0.03,0.03,$0 Million,0,0,,
Action,Barbie and Her Sisters Puppy Rescue,Wii,Namco Bandai Games,E,2015,,,0.03,0.03,0,$0 Million,0,0,,
Action,A Good Librarian Like a Good Shepherd: Library Party,PSV,Kaga Create,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Misc,Electroplankton,DS,Nintendo,E,2005,49,71,0,0.03,0.02,$0 Million,0.01,0,37,7
Role-Playing,Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,Rocket Company,,2015,,,0,0.03,0.03,$0 Million,0,0,,
Sports,Anglers Club: Ultimate Bass Fishing 3D,3DS,D3Publisher,E,2011,,,0.03,0.03,0,$0 Million,0,0,,
Shooter,PowerSlave,PS,BMG Interactive Entertainment,,1996,,,0.01,0.03,0,$0 Million,0.02,0,,
